world_rank,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,year
1.690000000000000000e+02,4.270000000000000284e+01,5.670000000000000284e+01,2.719999999999999929e+01,7.309999999999999432e+01,5.000000000000000000e+01,4.800000000000000000e+01,1.528600000000000000e+04,5.700000000000000178e+00,2.015000000000000000e+03
1.700000000000000000e+02,3.460000000000000142e+01,6.100000000000000000e+01,3.360000000000000142e+01,6.770000000000000284e+01,1.000000000000000000e+02,4.789999999999999858e+01,1.234600000000000000e+04,3.030000000000000071e+01,2.015000000000000000e+03
1.710000000000000000e+02,3.989999999999999858e+01,7.059999999999999432e+01,3.579999999999999716e+01,6.270000000000000284e+01,3.960000000000000142e+01,4.779999999999999716e+01,3.014400000000000000e+04,1.500000000000000000e+01,2.015000000000000000e+03
1.710000000000000000e+02,3.789999999999999858e+01,5.970000000000000284e+01,3.489999999999999858e+01,6.770000000000000284e+01,4.610000000000000142e+01,4.779999999999999716e+01,2.885600000000000000e+04,4.200000000000000000e+01,2.015000000000000000e+03
1.730000000000000000e+02,5.110000000000000142e+01,4.329999999999999716e+01,2.819999999999999929e+01,6.220000000000000284e+01,8.000000000000000000e+01,4.770000000000000284e+01,1.540800000000000000e+04,8.500000000000000000e+00,2.015000000000000000e+03
1.730000000000000000e+02,2.160000000000000142e+01,7.009999999999999432e+01,3.060000000000000142e+01,8.670000000000000284e+01,3.160000000000000142e+01,4.770000000000000284e+01,1.758100000000000000e+04,2.150000000000000000e+01,2.015000000000000000e+03
1.750000000000000000e+02,2.860000000000000142e+01,8.729999999999999716e+01,3.339999999999999858e+01,6.840000000000000568e+01,7.420000000000000284e+01,4.750000000000000000e+01,2.978700000000000000e+04,1.889999999999999858e+01,2.015000000000000000e+03
1.750000000000000000e+02,4.189999999999999858e+01,3.169999999999999929e+01,3.350000000000000000e+01,7.100000000000000000e+01,4.929999999999999716e+01,4.750000000000000000e+01,2.752600000000000000e+04,1.159999999999999964e+01,2.015000000000000000e+03
1.770000000000000000e+02,3.239999999999999858e+01,4.120000000000000284e+01,2.439999999999999858e+01,8.709999999999999432e+01,4.060000000000000142e+01,4.729999999999999716e+01,1.966000000000000000e+04,1.590000000000000036e+01,2.015000000000000000e+03
1.780000000000000000e+02,2.800000000000000000e+01,8.409999999999999432e+01,3.019999999999999929e+01,7.429999999999999716e+01,4.210000000000000142e+01,4.710000000000000142e+01,1.293800000000000000e+04,1.580000000000000071e+01,2.015000000000000000e+03
1.800000000000000000e+02,2.560000000000000142e+01,6.740000000000000568e+01,1.969999999999999929e+01,9.220000000000000284e+01,2.910000000000000142e+01,4.700000000000000000e+01,2.775600000000000000e+04,1.480000000000000071e+01,2.015000000000000000e+03
1.800000000000000000e+02,2.900000000000000000e+01,4.060000000000000142e+01,3.629999999999999716e+01,7.309999999999999432e+01,9.929999999999999716e+01,4.700000000000000000e+01,1.926200000000000000e+04,1.590000000000000036e+01,2.015000000000000000e+03
1.820000000000000000e+02,3.570000000000000284e+01,2.950000000000000000e+01,3.750000000000000000e+01,7.309999999999999432e+01,3.260000000000000142e+01,4.689999999999999858e+01,8.323600000000000000e+04,2.989999999999999858e+01,2.015000000000000000e+03
1.820000000000000000e+02,2.600000000000000000e+01,4.460000000000000142e+01,2.710000000000000142e+01,8.850000000000000000e+01,4.289999999999999858e+01,4.689999999999999858e+01,2.739000000000000000e+03,1.590000000000000036e+01,2.015000000000000000e+03
1.820000000000000000e+02,3.520000000000000284e+01,9.100000000000000000e+01,3.970000000000000284e+01,5.629999999999999716e+01,2.939999999999999858e+01,4.689999999999999858e+01,3.465100000000000000e+04,2.050000000000000000e+01,2.015000000000000000e+03
1.850000000000000000e+02,3.639999999999999858e+01,5.470000000000000284e+01,2.189999999999999858e+01,8.129999999999999716e+01,3.400000000000000000e+01,4.679999999999999716e+01,1.853900000000000000e+04,1.509999999999999964e+01,2.015000000000000000e+03
1.860000000000000000e+02,4.520000000000000284e+01,2.760000000000000142e+01,2.389999999999999858e+01,7.779999999999999716e+01,5.000000000000000000e+01,4.670000000000000284e+01,6.753000000000000000e+03,5.500000000000000000e+00,2.015000000000000000e+03
1.880000000000000000e+02,3.279999999999999716e+01,6.050000000000000000e+01,2.439999999999999858e+01,8.040000000000000568e+01,3.130000000000000071e+01,4.660000000000000142e+01,2.190800000000000000e+04,1.090000000000000036e+01,2.015000000000000000e+03
1.880000000000000000e+02,3.789999999999999858e+01,6.320000000000000284e+01,3.470000000000000284e+01,6.289999999999999858e+01,4.589999999999999858e+01,4.660000000000000142e+01,3.673300000000000000e+04,2.630000000000000071e+01,2.015000000000000000e+03
1.910000000000000000e+02,4.010000000000000142e+01,5.700000000000000000e+01,3.979999999999999716e+01,5.750000000000000000e+01,3.960000000000000142e+01,4.650000000000000000e+01,2.566800000000000000e+04,1.900000000000000000e+01,2.015000000000000000e+03
1.920000000000000000e+02,3.100000000000000000e+01,7.129999999999999716e+01,3.289999999999999858e+01,6.859999999999999432e+01,4.979999999999999716e+01,4.629999999999999716e+01,1.001500000000000000e+04,7.099999999999999645e+00,2.015000000000000000e+03
1.930000000000000000e+02,4.560000000000000142e+01,3.739999999999999858e+01,3.400000000000000000e+01,6.100000000000000000e+01,4.939999999999999858e+01,4.620000000000000284e+01,3.217500000000000000e+04,1.219999999999999929e+01,2.015000000000000000e+03
1.930000000000000000e+02,3.639999999999999858e+01,4.060000000000000142e+01,3.089999999999999858e+01,7.200000000000000000e+01,5.439999999999999858e+01,4.620000000000000284e+01,2.999100000000000000e+04,1.739999999999999858e+01,2.015000000000000000e+03
1.950000000000000000e+02,3.220000000000000284e+01,5.479999999999999716e+01,2.219999999999999929e+01,8.379999999999999716e+01,5.000000000000000000e+01,4.610000000000000142e+01,3.247400000000000000e+04,7.040000000000000568e+01,2.015000000000000000e+03
1.960000000000000000e+02,5.589999999999999858e+01,6.039999999999999858e+01,4.210000000000000142e+01,3.379999999999999716e+01,7.850000000000000000e+01,4.600000000000000000e+01,3.082200000000000000e+04,7.700000000000000178e+00,2.015000000000000000e+03
1.960000000000000000e+02,2.310000000000000142e+01,5.579999999999999716e+01,2.730000000000000071e+01,8.640000000000000568e+01,3.239999999999999858e+01,4.600000000000000000e+01,2.958000000000000000e+03,1.340000000000000036e+01,2.015000000000000000e+03
1.980000000000000000e+02,2.519999999999999929e+01,7.650000000000000000e+01,2.260000000000000142e+01,8.370000000000000284e+01,2.919999999999999929e+01,4.589999999999999858e+01,1.499200000000000000e+04,1.469999999999999929e+01,2.015000000000000000e+03
1.990000000000000000e+02,2.980000000000000071e+01,8.390000000000000568e+01,3.160000000000000142e+01,6.709999999999999432e+01,3.479999999999999716e+01,4.570000000000000284e+01,1.454100000000000000e+04,1.340000000000000036e+01,2.015000000000000000e+03
2.000000000000000000e+02,1.969999999999999929e+01,6.300000000000000000e+01,1.309999999999999964e+01,9.920000000000000284e+01,5.370000000000000284e+01,4.560000000000000142e+01,4.408000000000000000e+03,1.369999999999999929e+01,2.015000000000000000e+03
2.000000000000000000e+02,4.460000000000000142e+01,3.989999999999999858e+01,2.510000000000000142e+01,7.000000000000000000e+01,2.930000000000000071e+01,4.560000000000000142e+01,2.054100000000000000e+04,1.200000000000000000e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.050000000000000000e+01,6.929999999999999716e+01,3.039999999999999858e+01,6.929999999999999716e+01,3.479999999999999716e+01,5.000000000000000000e+01,2.334700000000000000e+04,1.309999999999999964e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.810000000000000142e+01,5.560000000000000142e+01,2.239999999999999858e+01,7.879999999999999716e+01,3.879999999999999716e+01,5.000000000000000000e+01,3.186100000000000000e+04,9.300000000000000711e+00,2.015000000000000000e+03
2.010000000000000000e+02,4.150000000000000000e+01,5.329999999999999716e+01,3.629999999999999716e+01,5.720000000000000284e+01,3.150000000000000000e+01,5.000000000000000000e+01,1.761200000000000000e+04,1.069999999999999929e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.370000000000000284e+01,6.990000000000000568e+01,3.650000000000000000e+01,5.650000000000000000e+01,4.260000000000000142e+01,5.000000000000000000e+01,2.206400000000000000e+04,2.589999999999999858e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.030000000000000071e+01,7.379999999999999716e+01,2.960000000000000142e+01,7.029999999999999716e+01,3.500000000000000000e+01,5.000000000000000000e+01,2.017400000000000000e+04,1.519999999999999929e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.689999999999999858e+01,6.060000000000000142e+01,3.750000000000000000e+01,5.200000000000000000e+01,3.650000000000000000e+01,5.000000000000000000e+01,1.385500000000000000e+04,1.939999999999999858e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.500000000000000000e+01,5.410000000000000142e+01,2.200000000000000000e+01,7.300000000000000000e+01,5.670000000000000284e+01,5.000000000000000000e+01,9.187000000000000000e+03,1.119999999999999929e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.839999999999999858e+01,4.779999999999999716e+01,2.880000000000000071e+01,7.970000000000000284e+01,3.100000000000000000e+01,5.000000000000000000e+01,4.749100000000000000e+04,1.219999999999999929e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.950000000000000000e+01,6.529999999999999716e+01,2.789999999999999858e+01,6.850000000000000000e+01,3.420000000000000284e+01,5.000000000000000000e+01,1.162300000000000000e+04,1.109999999999999964e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.439999999999999858e+01,6.450000000000000000e+01,2.250000000000000000e+01,8.440000000000000568e+01,4.770000000000000284e+01,5.000000000000000000e+01,1.162800000000000000e+04,1.530000000000000071e+01,2.015000000000000000e+03
2.010000000000000000e+02,4.300000000000000000e+01,5.339999999999999858e+01,3.410000000000000142e+01,5.510000000000000142e+01,4.070000000000000284e+01,5.000000000000000000e+01,2.431300000000000000e+04,9.199999999999999289e+00,2.015000000000000000e+03
2.010000000000000000e+02,2.389999999999999858e+01,9.340000000000000568e+01,1.710000000000000142e+01,7.700000000000000000e+01,4.200000000000000000e+01,5.000000000000000000e+01,1.820900000000000000e+04,1.689999999999999858e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.279999999999999716e+01,7.500000000000000000e+01,3.400000000000000000e+01,5.810000000000000142e+01,3.489999999999999858e+01,5.000000000000000000e+01,1.205000000000000000e+04,1.480000000000000071e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.860000000000000142e+01,6.950000000000000000e+01,2.339999999999999858e+01,7.400000000000000000e+01,3.200000000000000000e+01,5.000000000000000000e+01,4.620800000000000000e+04,1.780000000000000071e+01,2.015000000000000000e+03
2.010000000000000000e+02,5.160000000000000142e+01,2.530000000000000071e+01,5.160000000000000142e+01,3.229999999999999716e+01,4.010000000000000142e+01,5.000000000000000000e+01,8.140200000000000000e+04,1.459999999999999964e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.600000000000000000e+01,5.539999999999999858e+01,2.819999999999999929e+01,7.779999999999999716e+01,4.160000000000000142e+01,5.000000000000000000e+01,1.630600000000000000e+04,2.280000000000000071e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.869999999999999929e+01,5.070000000000000284e+01,1.600000000000000000e+01,8.809999999999999432e+01,3.329999999999999716e+01,5.000000000000000000e+01,1.813500000000000000e+04,2.580000000000000071e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.229999999999999716e+01,6.720000000000000284e+01,4.529999999999999716e+01,4.939999999999999858e+01,8.920000000000000284e+01,5.000000000000000000e+01,6.631000000000000000e+03,1.200000000000000000e+01,2.015000000000000000e+03
2.010000000000000000e+02,2.669999999999999929e+01,7.940000000000000568e+01,3.620000000000000284e+01,6.440000000000000568e+01,5.070000000000000284e+01,5.000000000000000000e+01,2.381900000000000000e+04,2.610000000000000142e+01,2.015000000000000000e+03
2.010000000000000000e+02,3.329999999999999716e+01,2.600000000000000000e+01,2.350000000000000000e+01,8.129999999999999716e+01,3.820000000000000284e+01,5.000000000000000000e+01,7.326000000000000000e+03,4.599999999999999645e+00,2.015000000000000000e+03
2.010000000000000000e+02,3.679999999999999716e+01,2.650000000000000000e+01,1.989999999999999858e+01,7.870000000000000284e+01,3.000000000000000000e+01,5.000000000000000000e+01,7.867000000000000000e+03,1.180000000000000071e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.039999999999999858e+01,4.639999999999999858e+01,2.919999999999999929e+01,6.700000000000000000e+01,3.460000000000000142e+01,5.000000000000000000e+01,3.053800000000000000e+04,1.230000000000000071e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.830000000000000071e+01,8.440000000000000568e+01,2.930000000000000071e+01,6.039999999999999858e+01,2.869999999999999929e+01,5.000000000000000000e+01,9.454000000000000000e+03,1.719999999999999929e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.210000000000000142e+01,8.879999999999999716e+01,2.139999999999999858e+01,7.529999999999999716e+01,3.189999999999999858e+01,5.000000000000000000e+01,1.261300000000000000e+04,1.760000000000000142e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.430000000000000071e+01,6.110000000000000142e+01,2.450000000000000000e+01,7.690000000000000568e+01,3.069999999999999929e+01,5.000000000000000000e+01,2.503600000000000000e+04,2.980000000000000071e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.360000000000000142e+01,7.159999999999999432e+01,3.000000000000000000e+01,5.439999999999999858e+01,6.890000000000000568e+01,5.000000000000000000e+01,1.506400000000000000e+04,1.440000000000000036e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.960000000000000142e+01,5.870000000000000284e+01,2.319999999999999929e+01,5.510000000000000142e+01,9.900000000000000000e+01,5.000000000000000000e+01,1.283000000000000000e+03,5.599999999999999645e+00,2.015000000000000000e+03
2.260000000000000000e+02,3.750000000000000000e+01,3.180000000000000071e+01,3.180000000000000071e+01,5.989999999999999858e+01,8.629999999999999716e+01,5.000000000000000000e+01,1.552900000000000000e+04,7.900000000000000355e+00,2.015000000000000000e+03
2.260000000000000000e+02,3.089999999999999858e+01,4.279999999999999716e+01,2.619999999999999929e+01,6.779999999999999716e+01,4.989999999999999858e+01,5.000000000000000000e+01,6.671000000000000000e+03,1.500000000000000000e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.460000000000000142e+01,6.139999999999999858e+01,2.930000000000000071e+01,6.759999999999999432e+01,4.179999999999999716e+01,5.000000000000000000e+01,2.664000000000000000e+04,2.830000000000000071e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.569999999999999929e+01,3.960000000000000142e+01,3.500000000000000000e+01,6.890000000000000568e+01,5.000000000000000000e+01,5.000000000000000000e+01,1.538700000000000000e+04,1.850000000000000000e+01,2.015000000000000000e+03
2.260000000000000000e+02,1.960000000000000142e+01,3.950000000000000000e+01,9.800000000000000711e+00,1.000000000000000000e+02,3.100000000000000000e+01,5.000000000000000000e+01,9.303000000000000000e+03,9.900000000000000355e+00,2.015000000000000000e+03
2.260000000000000000e+02,3.439999999999999858e+01,6.310000000000000142e+01,3.050000000000000000e+01,5.939999999999999858e+01,4.150000000000000000e+01,5.000000000000000000e+01,2.834100000000000000e+04,1.650000000000000000e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.110000000000000142e+01,4.420000000000000284e+01,2.430000000000000071e+01,7.079999999999999716e+01,4.200000000000000000e+01,5.000000000000000000e+01,2.444400000000000000e+04,2.380000000000000071e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.050000000000000000e+01,5.700000000000000000e+01,3.339999999999999858e+01,5.939999999999999858e+01,5.250000000000000000e+01,5.000000000000000000e+01,1.093000000000000000e+04,5.910000000000000142e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.710000000000000142e+01,4.060000000000000142e+01,2.300000000000000000e+01,7.659999999999999432e+01,4.500000000000000000e+01,5.000000000000000000e+01,3.337000000000000000e+04,7.250000000000000000e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.780000000000000071e+01,8.690000000000000568e+01,3.250000000000000000e+01,5.870000000000000284e+01,4.010000000000000142e+01,5.000000000000000000e+01,2.451900000000000000e+04,4.410000000000000142e+01,2.015000000000000000e+03
2.260000000000000000e+02,3.829999999999999716e+01,6.370000000000000284e+01,3.570000000000000284e+01,4.700000000000000000e+01,5.070000000000000284e+01,5.000000000000000000e+01,2.738700000000000000e+04,2.069999999999999929e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.860000000000000142e+01,5.020000000000000284e+01,1.730000000000000071e+01,8.140000000000000568e+01,3.000000000000000000e+01,5.000000000000000000e+01,2.657600000000000000e+04,3.839999999999999858e+01,2.015000000000000000e+03
2.260000000000000000e+02,4.329999999999999716e+01,7.590000000000000568e+01,3.239999999999999858e+01,4.170000000000000284e+01,6.409999999999999432e+01,5.000000000000000000e+01,2.641900000000000000e+04,5.200000000000000000e+01,2.015000000000000000e+03
2.260000000000000000e+02,2.750000000000000000e+01,5.970000000000000284e+01,3.529999999999999716e+01,6.289999999999999858e+01,3.410000000000000142e+01,5.000000000000000000e+01,4.800700000000000000e+04,3.939999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.180000000000000071e+01,5.939999999999999858e+01,3.130000000000000071e+01,5.020000000000000284e+01,6.450000000000000000e+01,5.000000000000000000e+01,1.609900000000000000e+04,2.419999999999999929e+01,2.015000000000000000e+03
2.510000000000000000e+02,1.300000000000000000e+01,4.870000000000000284e+01,1.009999999999999964e+01,9.970000000000000284e+01,2.810000000000000142e+01,5.000000000000000000e+01,1.171800000000000000e+04,3.400000000000000000e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.860000000000000142e+01,7.309999999999999432e+01,1.700000000000000000e+01,7.109999999999999432e+01,3.370000000000000284e+01,5.000000000000000000e+01,7.426000000000000000e+03,2.899999999999999911e+00,2.015000000000000000e+03
2.510000000000000000e+02,3.460000000000000142e+01,5.020000000000000284e+01,2.330000000000000071e+01,5.960000000000000142e+01,5.170000000000000284e+01,5.000000000000000000e+01,2.974300000000000000e+04,1.330000000000000071e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.939999999999999858e+01,2.480000000000000071e+01,4.029999999999999716e+01,4.910000000000000142e+01,4.939999999999999858e+01,5.000000000000000000e+01,1.022100000000000000e+04,1.350000000000000000e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.669999999999999929e+01,7.170000000000000284e+01,2.480000000000000071e+01,6.279999999999999716e+01,4.310000000000000142e+01,5.000000000000000000e+01,1.406700000000000000e+04,2.680000000000000071e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.729999999999999716e+01,5.539999999999999858e+01,3.339999999999999858e+01,4.820000000000000284e+01,5.900000000000000000e+01,5.000000000000000000e+01,2.048800000000000000e+04,2.210000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.010000000000000142e+01,8.859999999999999432e+01,2.510000000000000142e+01,5.220000000000000284e+01,4.370000000000000284e+01,5.000000000000000000e+01,1.794000000000000000e+04,1.789999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.689999999999999858e+01,5.960000000000000142e+01,3.370000000000000284e+01,4.200000000000000000e+01,8.890000000000000568e+01,5.000000000000000000e+01,2.030000000000000000e+04,5.360000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.389999999999999858e+01,5.300000000000000000e+01,2.760000000000000142e+01,5.570000000000000284e+01,4.629999999999999716e+01,5.000000000000000000e+01,1.859000000000000000e+04,2.560000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,1.490000000000000036e+01,5.910000000000000142e+01,2.469999999999999929e+01,7.479999999999999716e+01,6.400000000000000000e+01,5.000000000000000000e+01,1.396000000000000000e+04,2.589999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.060000000000000142e+01,4.820000000000000284e+01,1.810000000000000142e+01,7.300000000000000000e+01,3.820000000000000284e+01,5.000000000000000000e+01,3.983800000000000000e+04,4.610000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.650000000000000000e+01,7.059999999999999432e+01,2.989999999999999858e+01,5.750000000000000000e+01,7.559999999999999432e+01,5.000000000000000000e+01,2.350800000000000000e+04,2.189999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.710000000000000142e+01,8.150000000000000000e+01,2.769999999999999929e+01,5.760000000000000142e+01,3.189999999999999858e+01,5.000000000000000000e+01,1.860000000000000000e+04,2.030000000000000071e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.630000000000000071e+01,4.350000000000000000e+01,1.919999999999999929e+01,7.559999999999999432e+01,6.440000000000000568e+01,5.000000000000000000e+01,2.295800000000000000e+04,4.060000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.229999999999999716e+01,4.029999999999999716e+01,2.560000000000000142e+01,6.450000000000000000e+01,3.839999999999999858e+01,5.000000000000000000e+01,1.995900000000000000e+04,5.839999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,1.730000000000000071e+01,5.460000000000000142e+01,1.209999999999999964e+01,8.979999999999999716e+01,3.650000000000000000e+01,5.000000000000000000e+01,1.577300000000000000e+04,1.689999999999999858e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.230000000000000071e+01,6.629999999999999716e+01,2.169999999999999929e+01,6.729999999999999716e+01,9.479999999999999716e+01,5.000000000000000000e+01,2.332100000000000000e+04,1.860000000000000142e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.680000000000000071e+01,5.729999999999999716e+01,2.030000000000000071e+01,7.029999999999999716e+01,4.600000000000000000e+01,5.000000000000000000e+01,1.684100000000000000e+04,4.320000000000000284e+01,2.015000000000000000e+03
2.510000000000000000e+02,2.939999999999999858e+01,3.929999999999999716e+01,2.030000000000000071e+01,7.250000000000000000e+01,4.079999999999999716e+01,5.000000000000000000e+01,6.755200000000000000e+04,6.600000000000000000e+01,2.015000000000000000e+03
2.510000000000000000e+02,3.089999999999999858e+01,6.310000000000000142e+01,4.039999999999999858e+01,4.700000000000000000e+01,4.170000000000000284e+01,5.000000000000000000e+01,3.072600000000000000e+04,2.419999999999999929e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.570000000000000284e+01,6.250000000000000000e+01,3.279999999999999716e+01,4.079999999999999716e+01,7.579999999999999716e+01,5.000000000000000000e+01,8.605000000000000000e+03,1.159999999999999964e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.760000000000000142e+01,3.039999999999999858e+01,3.130000000000000071e+01,5.989999999999999858e+01,3.879999999999999716e+01,5.000000000000000000e+01,2.676900000000000000e+04,1.900000000000000000e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.260000000000000142e+01,1.819999999999999929e+01,3.950000000000000000e+01,5.160000000000000142e+01,3.789999999999999858e+01,5.000000000000000000e+01,3.318000000000000000e+03,8.199999999999999289e+00,2.015000000000000000e+03
2.760000000000000000e+02,2.519999999999999929e+01,5.910000000000000142e+01,2.550000000000000000e+01,5.989999999999999858e+01,7.379999999999999716e+01,5.000000000000000000e+01,3.486000000000000000e+03,2.389999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.369999999999999929e+01,5.660000000000000142e+01,2.250000000000000000e+01,6.740000000000000568e+01,3.360000000000000142e+01,5.000000000000000000e+01,3.673100000000000000e+04,1.839999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.500000000000000000e+01,3.069999999999999929e+01,4.070000000000000284e+01,4.039999999999999858e+01,9.820000000000000284e+01,5.000000000000000000e+01,1.264600000000000000e+04,1.660000000000000142e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.350000000000000000e+01,5.470000000000000284e+01,2.960000000000000142e+01,4.960000000000000142e+01,4.500000000000000000e+01,5.000000000000000000e+01,1.738100000000000000e+04,1.390000000000000036e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.369999999999999929e+01,2.919999999999999929e+01,1.050000000000000000e+01,8.440000000000000568e+01,2.830000000000000071e+01,5.000000000000000000e+01,1.669100000000000000e+04,2.389999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,1.839999999999999858e+01,5.129999999999999716e+01,1.810000000000000142e+01,8.050000000000000000e+01,2.880000000000000071e+01,5.000000000000000000e+01,2.412100000000000000e+04,2.589999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.989999999999999858e+01,6.979999999999999716e+01,3.600000000000000000e+01,4.289999999999999858e+01,7.190000000000000568e+01,5.000000000000000000e+01,3.339100000000000000e+04,3.579999999999999716e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.789999999999999858e+01,2.389999999999999858e+01,3.789999999999999858e+01,3.889999999999999858e+01,8.840000000000000568e+01,5.000000000000000000e+01,3.819100000000000000e+04,1.280000000000000071e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.000000000000000000e+01,4.779999999999999716e+01,3.119999999999999929e+01,4.560000000000000142e+01,9.470000000000000284e+01,5.000000000000000000e+01,2.184900000000000000e+04,2.300000000000000000e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.300000000000000000e+01,6.220000000000000284e+01,4.510000000000000142e+01,3.489999999999999858e+01,5.510000000000000142e+01,5.000000000000000000e+01,7.576000000000000000e+03,2.239999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,4.270000000000000284e+01,2.180000000000000071e+01,2.289999999999999858e+01,5.110000000000000142e+01,5.689999999999999858e+01,5.000000000000000000e+01,2.872000000000000000e+03,3.299999999999999822e+00,2.015000000000000000e+03
2.760000000000000000e+02,2.669999999999999929e+01,7.079999999999999716e+01,2.219999999999999929e+01,5.689999999999999858e+01,4.589999999999999858e+01,5.000000000000000000e+01,1.580500000000000000e+04,2.230000000000000071e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.100000000000000000e+01,4.310000000000000142e+01,2.319999999999999929e+01,6.450000000000000000e+01,3.489999999999999858e+01,5.000000000000000000e+01,8.553200000000000000e+04,2.289999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.200000000000000000e+01,2.600000000000000000e+01,2.239999999999999858e+01,6.779999999999999716e+01,3.560000000000000142e+01,5.000000000000000000e+01,3.610800000000000000e+04,1.569999999999999929e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.839999999999999858e+01,4.900000000000000000e+01,1.530000000000000071e+01,6.870000000000000284e+01,4.679999999999999716e+01,5.000000000000000000e+01,3.614600000000000000e+04,5.389999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.919999999999999929e+01,8.440000000000000568e+01,1.969999999999999929e+01,5.860000000000000142e+01,4.820000000000000284e+01,5.000000000000000000e+01,1.041600000000000000e+04,4.689999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.970000000000000284e+01,3.529999999999999716e+01,2.889999999999999858e+01,4.660000000000000142e+01,3.110000000000000142e+01,5.000000000000000000e+01,3.311900000000000000e+04,1.989999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,1.710000000000000142e+01,7.329999999999999716e+01,2.030000000000000071e+01,6.809999999999999432e+01,3.360000000000000142e+01,5.000000000000000000e+01,8.521000000000000000e+03,1.490000000000000036e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.530000000000000071e+01,3.739999999999999858e+01,2.289999999999999858e+01,6.690000000000000568e+01,4.010000000000000142e+01,5.000000000000000000e+01,5.861800000000000000e+04,2.430000000000000071e+01,2.015000000000000000e+03
2.760000000000000000e+02,3.100000000000000000e+01,4.779999999999999716e+01,2.439999999999999858e+01,5.750000000000000000e+01,3.500000000000000000e+01,5.000000000000000000e+01,2.178900000000000000e+04,1.639999999999999858e+01,2.015000000000000000e+03
2.760000000000000000e+02,2.569999999999999929e+01,8.079999999999999716e+01,2.400000000000000000e+01,5.270000000000000284e+01,8.390000000000000568e+01,5.000000000000000000e+01,1.897100000000000000e+04,2.619999999999999929e+01,2.015000000000000000e+03
